config,accuracy,cohen_kappa,isolated_node_rate,mean_degree,modularity
threshold_0.9,0.696520618556701,0.5303201423704539,0.112758813654169,88.89605484051484,0.7925293967567705
knn_3,0.6581325301204819,0.49578505098081194,0.0,4.628427532176833,0.9857770399657316
knn_5,0.6972972972972973,0.548666911921312,0.0,7.601986569669838,0.9729220312001853
knn_10,0.6975425330812854,0.5408534137635483,0.0,15.075685506435367,0.9540643500182606
