config,accuracy,cohen_kappa,isolated_node_rate,mean_degree,modularity
threshold_0.9,0.46382978723404256,0.17583895938419103,0.20508982035928144,14.873253493013973,0.8320333306642826
knn_3,0.572463768115942,0.23405456255879586,0.0,4.253493013972056,0.9770510804678345
knn_5,0.5543478260869565,0.20084745762711875,0.0,7.065868263473054,0.9551758621494709
knn_10,0.5671641791044776,0.21176470588235285,0.0,14.105788423153692,0.9110650158689673
