config,edges,isolated_node_rate,mean_degree,num_communities,modularity
threshold_0.9,14903,0.20508982035928144,14.873253493013973,700,0.8320333306642826
knn_3,4262,0.0,4.253493013972056,137,0.9770510804678345
knn_5,7080,0.0,7.065868263473054,81,0.9551758621494709
knn_10,14134,0.0,14.105788423153692,42,0.9110650158689673
