config,edges,isolated_node_rate,mean_degree,num_communities,modularity
threshold_0.9,635429,0.112758813654169,88.89605484051484,2973,0.7925293967567705
knn_3,33084,0.0,4.628427532176833,410,0.9857770399657316
knn_5,54339,0.0,7.601986569669838,210,0.9729220312001853
knn_10,107761,0.0,15.075685506435367,109,0.9540643500182606
